Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Cuba,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Various/Unknown,||||||||||||||||||||
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Cuba,||||||||||||||||||||
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Uruguay,||||||||||||||||||||||||
Viet Nam,||||||||||||||
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Viet Nam,|||||||||
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Viet Nam,|||||||||
Chile,|||||||
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
,
,
,
,
Various/Unknown,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Dem. Rep. of the Congo,||||||||||||||
Liberia,|||||
Chile,||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Various/Unknown,|||||||||||||||||||||||||||||||||||||||||||||||||||||||
Liberia,|||||||||||||||||||||
Dem. Rep. of the Congo,||||||||||||||
Chile,|||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Various/Unknown,||||||||||||||||
Liberia,|||||||||||||||
Dem. Rep. of the Congo,||||||||||||||
Chile,||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Various/Unknown,|||||||||||||||||||||||||||||
Liberia,||||||||||||||||||||
Dem. Rep. of the Congo,||||||||||||||
Cuba,||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Liberia,||||||||||||||||||||||||
Dem. Rep. of the Congo,||||||||||||||
Various/Unknown,||||||||||||
Cuba,||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Liberia,||||||||||||||||||||||||
Dem. Rep. of the Congo,||||||||||||||||
Cuba,|||||||||
Various/Unknown,|||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Liberia,|||||||||||||||||||||||||
Dem. Rep. of the Congo,||||||||||||||||
Cuba,||||||||
Sierra Leone,|||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Liberia,|||||||||||||||||||||||||
Romania,||||||||||||||||||||||||
Dem. Rep. of the Congo,|||||||||||||||||||
Sierra Leone,||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Liberia,||||||||||||||||||||||||||
Romania,||||||||||||||||||||||||
Dem. Rep. of the Congo,|||||||||||||||||||
Sierra Leone,|||||||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Liberia,||||||||||||||||||||||||||||||
Dem. Rep. of the Congo,||||||||||||||||||||
Sierra Leone,|||||||||||||||||
Romania,||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Liberia,||||||||||||||||||||||||||||||
Dem. Rep. of the Congo,|||||||||||||||||||
Sierra Leone,|||||||||||||||
Romania,|||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Liberia,|||||||||||||||||||||||||||||||
Dem. Rep. of the Congo,||||||||||||||||||||||
Sierra Leone,||||||||||||||||
Colombia,||||||||||||||
Colombia,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Liberia,||||||||||||||||||||||||||
Dem. Rep. of the Congo,|||||||||||||||||||||||
Cuba,|||||||||||||
Colombia,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Dem. Rep. of the Congo,|||||||||||||||||||||||||||||||
Liberia,|||||||||||||||||||||||||
Cuba,|||||||||||||||
Colombia,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Dem. Rep. of the Congo,|||||||||||||||||||||||||||||||||
Liberia,|||||||||||||||||||||||||
Cuba,||||||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Colombia,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Dem. Rep. of the Congo,||||||||||||||||||||||||||||||||||||||||||||||
Liberia,|||||||||||||||||||||||||
Iraq,||||||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Colombia,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Dem. Rep. of the Congo,|||||||||||||||||||||||||||||||||||||||||
Liberia,||||||||||||||||||||||||||
Iraq,||||||||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Colombia,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Haiti,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Dem. Rep. of the Congo,|||||||||||||||||||||||||||||||||||||||||||||
Liberia,|||||||||||||||||||||||||
Haiti,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Colombia,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Dem. Rep. of the Congo,||||||||||||||||||||||||||||||||||||||||||||||||||
Liberia,|||||||||||||||||||||||||
Haiti,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Colombia,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Dem. Rep. of the Congo,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Liberia,||||||||||||||||||||||||
Haiti,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bangladesh,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Colombia,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Senegal,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Haiti,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Senegal,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bangladesh,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Syrian Arab Rep.,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Colombia,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Haiti,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Senegal,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Syrian Arab Rep.,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Nigeria,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Haiti,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Senegal,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Venezuela (Bolivarian Republic of),||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Syrian Arab Rep.,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Angola,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||